Date,Price
5/10/2023,3963.208984
5/11/2023,3924.824463
5/12/2023,3819.266602
5/15/2023,3819.266602
5/16/2023,3819.266602
5/17/2023,3828.862793
5/19/2023,3857.651367
5/22/2023,3876.843506
5/23/2023,3876.843506
5/24/2023,3991.997314
5/25/2023,3953.612793
5/26/2023,3963.208984
5/29/2023,4030.38208
5/30/2023,3953.612793
5/31/2023,3876.843506
6/5/2023,3915.228271
6/6/2023,3924.824463
6/7/2023,3982.401123
6/8/2023,4001.593506
6/9/2023,3982.401123
6/12/2023,4050
6/13/2023,4030
6/14/2023,4000
6/15/2023,4020
6/16/2023,3970
6/19/2023,3960
6/20/2023,3990
6/21/2023,3980
6/22/2023,3940
6/23/2023,3950
6/26/2023,3990
6/27/2023,4000
7/3/2023,4000
7/4/2023,3970
7/5/2023,3980
7/6/2023,3960
7/7/2023,3960
7/10/2023,3950
7/11/2023,3980
7/12/2023,3980
7/13/2023,3920
7/14/2023,3930
7/17/2023,3910
7/18/2023,3850
7/20/2023,3850
7/21/2023,3860
7/24/2023,3900
7/25/2023,3880
7/26/2023,3880
7/27/2023,3720
7/28/2023,3720
7/31/2023,3720
8/1/2023,3750
8/2/2023,3690
8/3/2023,3720
8/4/2023,3690
8/7/2023,3680
8/8/2023,3730
8/9/2023,3770
8/10/2023,3800
8/11/2023,3810
8/14/2023,3830
8/15/2023,3820
8/16/2023,3830
8/18/2023,3760
8/21/2023,3740
8/22/2023,3750
8/23/2023,3740
8/24/2023,3720
8/25/2023,3720
8/28/2023,3700
8/29/2023,3720
8/30/2023,3810
8/31/2023,3730
9/1/2023,3720
9/4/2023,3730
9/5/2023,3740
9/6/2023,3790
9/7/2023,3760
9/8/2023,3690
9/11/2023,3700
9/12/2023,3710
9/13/2023,3710
9/14/2023,3680
9/15/2023,3720
9/18/2023,3680
9/19/2023,3730
9/20/2023,3810
9/21/2023,3810
9/22/2023,3860
9/25/2023,3770
9/26/2023,3760
9/27/2023,3720
9/29/2023,3750
10/2/2023,3750
10/3/2023,3770
10/4/2023,3780
10/5/2023,3720
10/6/2023,3780
10/9/2023,3760
10/10/2023,3810
10/11/2023,3780
10/12/2023,3830
10/13/2023,3850
10/16/2023,3760
10/17/2023,3790
10/18/2023,3750
10/19/2023,3730
10/20/2023,3700
10/23/2023,3610
10/24/2023,3650
10/25/2023,3600
10/26/2023,3480
10/27/2023,3500
10/30/2023,3420
10/31/2023,3490
11/1/2023,3620
11/2/2023,3620
11/3/2023,3570
11/6/2023,3650
11/7/2023,3570
11/8/2023,3520
11/9/2023,3530
11/10/2023,3550
11/13/2023,3520
11/14/2023,3500
11/15/2023,3550
11/16/2023,3540
11/17/2023,3550
11/20/2023,3590
11/21/2023,3620
11/22/2023,3610
11/23/2023,3600
11/24/2023,3620
11/27/2023,3680
11/28/2023,3770
11/29/2023,3720
11/30/2023,3760
12/1/2023,3830
12/4/2023,3810
12/5/2023,3850
12/6/2023,3920
12/7/2023,3910
12/8/2023,3940
12/11/2023,3980
12/12/2023,3910
12/13/2023,3920
12/14/2023,3940
12/15/2023,3980
12/18/2023,3970
12/19/2023,3970
12/20/2023,3960
12/21/2023,3950
12/22/2023,3960
12/27/2023,3940
12/28/2023,3960
12/29/2023,3950
